,NFLOOR,YRCON,WKHRS,NWKER,HEATP,COOLP,PCTERMN,LAPTPN,PRNTRN,COPIERN,LTOHRP,LTNHRP,DAYLTP,OPEN24,OPNWE,PBAPLUS,RENRFF,RENINS,CENDIV,PBA,FREESTN,RFTILT,WLCNS,BLDSHP,BLDSHP,YRCONC,RENHVC,RENWIN,RENLGT,RENELC,RENINS,RENSTR
269,1,1998,50,200,100.0,100.0,95.0,10.0,15.0,3.0,100.0,0.0,5.0,2,2,28,2.0,2.0,7,14,1.0,2,1,4.0,4.0,7,2.0,2.0,2.0,2.0,2.0,2.0
270,2,2000,102,125,100.0,100.0,85.0,10.0,10.0,3.0,80.0,30.0,5.0,2,1,42,2.0,2.0,5,25,1.0,2,3,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
271,4,1989,50,250,100.0,100.0,264.0,50.0,40.0,20.0,100.0,25.0,25.0,2,2,2,2.0,2.0,9,2,1.0,1,2,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
272,1,1972,60,30,100.0,100.0,0.0,60.0,4.0,1.0,95.0,0.0,0.0,2,2,28,2.0,2.0,4,14,1.0,1,1,2.0,2.0,5,1.0,2.0,1.0,2.0,2.0,2.0
273,11,995,168,800,100.0,100.0,300.0,280.0,200.0,10.0,90.0,30.0,60.0,1,1,6,1.0,2.0,2,2,1.0,1,3,2.0,2.0,1,1.0,2.0,1.0,1.0,2.0,2.0
277,1,1998,93,30,100.0,100.0,1.0,2.0,5.0,1.0,100.0,10.0,0.0,2,1,33,2.0,2.0,5,15,1.0,1,3,1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0
278,4,1985,168,100,100.0,100.0,100.0,0.0,40.0,10.0,100.0,30.0,25.0,1,1,35,2.0,2.0,2,16,1.0,1,1,10.0,10.0,6,2.0,2.0,2.0,2.0,2.0,2.0
280,1,1962,40,260,100.0,5.0,100.0,40.0,6.0,6.0,100.0,30.0,2.0,2,2,9,1.0,2.0,4,5,1.0,2,1,2.0,2.0,4,1.0,2.0,2.0,2.0,2.0,2.0
281,1,1996,84,30,100.0,100.0,41.0,8.0,4.0,3.0,100.0,0.0,0.0,2,1,4,2.0,2.0,7,2,1.0,3,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
282,1,1964,85,130,100.0,90.0,325.0,400.0,24.0,6.0,100.0,0.0,0.0,2,1,29,2.0,2.0,3,14,1.0,1,3,2.0,2.0,4,2.0,2.0,1.0,2.0,2.0,2.0
283,3,995,40,5,100.0,3.0,1.0,0.0,1.0,1.0,10.0,0.0,50.0,2,1,21,1.0,2.0,3,12,1.0,3,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
284,3,1963,55,91,100.0,98.0,118.0,17.0,66.0,4.0,100.0,40.0,0.0,2,2,52,1.0,2.0,5,7,1.0,2,1,1.0,1.0,4,2.0,1.0,2.0,2.0,2.0,2.0
286,1,2000,20,9,100.0,100.0,4.0,4.0,4.0,1.0,100.0,0.0,0.0,2,1,21,2.0,2.0,8,12,1.0,3,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
287,3,1954,40,20,100.0,70.0,2.0,0.0,1.0,1.0,80.0,10.0,0.0,2,1,33,1.0,1.0,3,15,1.0,1,1,2.0,2.0,3,1.0,2.0,1.0,1.0,1.0,2.0
289,2,1996,168,4,100.0,100.0,1.0,1.0,2.0,1.0,100.0,70.0,20.0,1,1,36,2.0,2.0,8,17,1.0,1,4,11.0,11.0,7,2.0,2.0,2.0,2.0,2.0,2.0
290,1,1972,51,30,100.0,90.0,7.0,2.0,6.0,2.0,100.0,5.0,0.0,2,1,42,2.0,2.0,5,25,1.0,2,3,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
292,2,995,55,7,100.0,100.0,4.0,3.0,4.0,2.0,50.0,0.0,9.0,2,1,2,2.0,2.0,9,2,1.0,2,4,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0
295,7,1950,110,58,100.0,96.0,96.0,13.0,28.0,4.0,100.0,20.0,0.0,2,1,23,2.0,2.0,9,13,1.0,1,3,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
296,4,1985,168,600,60.0,60.0,200.0,200.0,200.0,1.0,70.0,30.0,10.0,1,1,2,2.0,2.0,9,2,1.0,2,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
297,8,995,168,2000,100.0,100.0,1800.0,230.0,300.0,200.0,95.0,90.0,0.0,1,1,35,1.0,2.0,2,16,1.0,1,3,10.0,10.0,2,1.0,2.0,1.0,1.0,2.0,2.0
298,1,1966,168,8,70.0,70.0,8.0,1.0,3.0,1.0,75.0,15.0,20.0,1,1,6,2.0,2.0,9,2,1.0,1,5,2.0,2.0,4,2.0,2.0,1.0,1.0,2.0,1.0
299,1,1994,40,2,100.0,100.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,2,2,5,2.0,2.0,4,2,1.0,2,4,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
302,3,995,85,60,100.0,100.0,50.0,50.0,50.0,3.0,100.0,5.0,20.0,2,1,29,2.0,2.0,3,14,1.0,1,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
303,1,1997,40,8,10.0,10.0,9.0,1.0,7.0,1.0,100.0,0.0,0.0,2,2,10,2.0,2.0,5,5,1.0,1,5,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
305,994,1982,60,1200,100.0,100.0,581.0,1420.0,1200.0,85.0,100.0,20.0,30.0,2,2,2,1.0,2.0,7,2,1.0,2,2,2.0,2.0,6,1.0,2.0,2.0,2.0,2.0,2.0
306,1,1972,168,450,100.0,100.0,130.0,17.0,35.0,15.0,100.0,70.0,0.0,1,1,35,1.0,2.0,2,16,1.0,2,1,11.0,11.0,5,1.0,2.0,2.0,1.0,2.0,2.0
307,1,1995,70,77,100.0,99.0,59.0,24.0,26.0,5.0,90.0,13.0,12.0,2,1,50,1.0,2.0,6,23,1.0,2,5,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
308,2,1964,70,8,100.0,50.0,10.0,2.0,3.0,1.0,80.0,0.0,4.0,2,1,22,2.0,2.0,1,13,1.0,2,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
309,1,1984,42,33,100.0,80.0,40.0,44.0,8.0,2.0,90.0,5.0,10.0,2,2,28,2.0,2.0,8,14,1.0,1,2,9.0,9.0,6,2.0,2.0,2.0,2.0,2.0,2.0
310,2,1972,60,87,100.0,15.0,150.0,20.0,100.0,3.0,90.0,10.0,0.0,2,1,28,1.0,2.0,3,14,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,2.0,2.0,2.0
311,7,1973,168,250,100.0,100.0,500.0,30.0,50.0,20.0,75.0,50.0,10.0,1,1,35,2.0,2.0,9,16,1.0,1,3,2.0,2.0,5,2.0,2.0,2.0,1.0,2.0,1.0
312,1,1979,70,22,100.0,100.0,13.0,9.0,11.0,1.0,85.0,16.0,19.0,2,1,50,1.0,2.0,6,23,1.0,2,5,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,2.0
316,2,1963,45,24,100.0,100.0,65.0,1.0,12.0,2.0,90.0,5.0,0.0,2,1,28,1.0,2.0,8,14,1.0,1,1,2.0,2.0,4,1.0,2.0,1.0,1.0,2.0,2.0
319,4,1969,168,250,100.0,100.0,80.0,150.0,150.0,30.0,100.0,60.0,0.0,1,1,35,1.0,1.0,7,16,1.0,1,8,9.0,9.0,4,1.0,1.0,1.0,1.0,1.0,2.0
320,1,1991,10,40,100.0,100.0,80.0,25.0,30.0,3.0,100.0,90.0,10.0,2,2,28,2.0,2.0,5,14,1.0,1,3,4.0,4.0,7,2.0,2.0,2.0,2.0,2.0,2.0
324,2,1958,44,50,100.0,100.0,50.0,15.0,8.0,2.0,100.0,0.0,6.0,2,1,2,1.0,2.0,3,2,1.0,1,3,2.0,2.0,3,1.0,2.0,1.0,2.0,2.0,2.0
326,2,2006,40,5,20.0,20.0,4.0,2.0,5.0,1.0,20.0,5.0,80.0,2,2,10,2.0,2.0,9,5,1.0,1,1,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
328,1,1968,20,4,90.0,100.0,2.0,0.0,1.0,1.0,70.0,2.0,10.0,2,1,21,1.0,2.0,7,12,1.0,3,1,9.0,9.0,4,1.0,2.0,2.0,1.0,2.0,2.0
329,1,1986,40,7,100.0,100.0,7.0,0.0,2.0,1.0,100.0,2.0,20.0,2,2,2,2.0,2.0,8,2,1.0,2,1,3.0,3.0,6,2.0,2.0,2.0,2.0,2.0,2.0
331,2,2004,70,50,90.0,90.0,30.0,10.0,12.0,4.0,90.0,20.0,0.0,2,1,46,2.0,2.0,5,26,1.0,2,5,1.0,1.0,9,2.0,2.0,2.0,2.0,2.0,2.0
332,5,1964,168,800,100.0,100.0,950.0,50.0,700.0,100.0,95.0,50.0,8.0,1,1,35,1.0,1.0,5,16,1.0,1,1,11.0,11.0,4,1.0,1.0,1.0,1.0,1.0,2.0
333,4,995,60,8,50.0,50.0,8.0,4.0,5.0,1.0,50.0,0.0,10.0,2,2,2,2.0,2.0,2,2,1.0,3,1,2.0,2.0,1,1.0,2.0,2.0,2.0,2.0,2.0
334,2,1994,37,6,100.0,100.0,2.0,7.0,2.0,1.0,85.0,10.0,25.0,2,2,18,1.0,2.0,4,8,1.0,3,1,2.0,2.0,7,1.0,2.0,2.0,1.0,2.0,2.0
337,1,1995,60,30,100.0,100.0,20.0,6.0,2.0,2.0,100.0,0.0,0.0,2,1,28,2.0,2.0,9,14,1.0,1,1,6.0,6.0,7,2.0,2.0,2.0,2.0,2.0,2.0
339,1,1995,60,13,100.0,100.0,21.0,1.0,7.0,1.0,100.0,0.0,0.0,2,2,19,2.0,2.0,8,8,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
341,3,1999,168,200,95.0,95.0,200.0,200.0,75.0,75.0,80.0,60.0,0.0,1,1,35,1.0,2.0,5,16,1.0,1,3,10.0,10.0,7,1.0,2.0,2.0,2.0,2.0,2.0
343,5,1985,168,75,90.0,90.0,50.0,5.0,25.0,2.0,60.0,20.0,5.0,1,1,38,2.0,2.0,5,18,1.0,1,3,6.0,6.0,6,2.0,2.0,2.0,2.0,2.0,2.0
345,6,1963,168,50,100.0,92.0,50.0,5.0,30.0,1.0,25.0,5.0,10.0,1,1,38,2.0,2.0,2,18,1.0,2,1,5.0,5.0,4,2.0,2.0,2.0,2.0,2.0,2.0
346,13,1972,168,4000,100.0,100.0,4195.0,100.0,200.0,100.0,90.0,10.0,20.0,1,1,35,2.0,2.0,2,16,1.0,1,1,10.0,10.0,5,1.0,2.0,1.0,2.0,2.0,2.0
350,2,1970,70,9,80.0,80.0,5.0,3.0,4.0,1.0,80.0,5.0,10.0,2,1,50,1.0,1.0,1,23,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,2.0
356,1,1970,20,19,100.0,50.0,2.0,0.0,2.0,1.0,100.0,0.0,0.0,2,1,21,2.0,2.0,9,12,1.0,3,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
357,2,1959,45,202,100.0,70.0,310.0,440.0,94.0,2.0,95.0,50.0,85.0,2,2,29,1.0,2.0,8,14,1.0,1,1,11.0,11.0,3,1.0,1.0,1.0,1.0,2.0,2.0
359,1,1982,40,7,40.0,25.0,3.0,2.0,1.0,1.0,40.0,3.0,10.0,2,2,46,2.0,2.0,3,26,1.0,2,5,3.0,3.0,6,2.0,2.0,2.0,2.0,2.0,2.0
360,1,1995,45,7,95.0,95.0,8.0,0.0,2.0,1.0,95.0,0.0,0.0,2,2,2,1.0,2.0,9,2,1.0,1,9,1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0
362,1,2000,40,20,50.0,25.0,3.0,2.0,12.0,2.0,100.0,0.0,50.0,2,2,10,2.0,2.0,7,5,1.0,2,5,4.0,4.0,8,2.0,2.0,2.0,2.0,2.0,2.0
363,7,1974,168,1000,100.0,100.0,3620.0,80.0,251.0,100.0,100.0,50.0,30.0,1,1,35,2.0,2.0,5,16,1.0,1,3,1.0,1.0,5,1.0,2.0,1.0,2.0,2.0,2.0
365,4,2001,59,500,100.0,100.0,500.0,200.0,200.0,60.0,100.0,0.0,0.0,2,1,2,2.0,2.0,4,2,1.0,2,2,3.0,3.0,8,2.0,2.0,2.0,2.0,2.0,2.0
366,2,1997,30,1,100.0,100.0,3.0,1.0,2.0,1.0,90.0,5.0,0.0,2,1,22,2.0,2.0,5,13,1.0,3,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
367,7,1989,66,350,100.0,100.0,350.0,250.0,200.0,20.0,80.0,25.0,0.0,2,1,2,2.0,2.0,4,2,1.0,1,2,2.0,2.0,6,1.0,2.0,1.0,2.0,2.0,2.0
369,2,1999,70,25,100.0,100.0,45.0,10.0,10.0,1.0,100.0,0.0,0.0,2,1,31,1.0,2.0,9,14,1.0,1,1,6.0,6.0,7,2.0,2.0,1.0,1.0,2.0,2.0
371,2,1968,168,200,100.0,98.0,300.0,30.0,100.0,10.0,98.0,60.0,1.0,1,1,35,1.0,1.0,4,16,1.0,1,1,10.0,10.0,4,1.0,1.0,1.0,1.0,1.0,1.0
373,1,1969,168,100,90.0,90.0,30.0,7.0,5.0,5.0,90.0,65.0,0.0,1,1,36,1.0,2.0,5,17,1.0,1,3,11.0,11.0,4,1.0,2.0,1.0,2.0,2.0,2.0
374,9,1986,168,25,90.0,90.0,15.0,5.0,20.0,3.0,100.0,80.0,30.0,1,1,38,1.0,2.0,5,18,1.0,1,1,2.0,2.0,6,1.0,1.0,1.0,2.0,2.0,2.0
377,1,1970,40,2,20.0,20.0,1.0,0.0,1.0,1.0,40.0,0.0,0.0,2,2,48,2.0,2.0,9,26,1.0,2,5,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
379,2,1983,65,125,100.0,25.0,67.0,12.0,18.0,3.0,80.0,10.0,10.0,2,2,9,1.0,2.0,8,5,1.0,2,3,2.0,2.0,6,2.0,2.0,1.0,2.0,2.0,2.0
380,1,1990,60,10,10.0,10.0,10.0,2.0,4.0,1.0,100.0,0.0,0.0,2,1,49,2.0,2.0,9,91,1.0,1,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
383,7,1982,65,289,60.0,100.0,45.0,5.0,39.0,20.0,100.0,29.0,70.0,2,1,51,1.0,2.0,3,24,1.0,1,2,2.0,2.0,6,2.0,1.0,2.0,2.0,2.0,2.0
385,3,1999,168,20,100.0,100.0,11.0,0.0,8.0,2.0,85.0,25.0,25.0,1,1,40,2.0,2.0,7,18,1.0,3,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
386,1,1980,40,65,100.0,100.0,4.0,15.0,4.0,4.0,60.0,0.0,25.0,2,2,2,2.0,2.0,7,2,1.0,2,3,2.0,2.0,6,2.0,1.0,2.0,2.0,2.0,2.0
388,11,2006,168,500,90.0,90.0,800.0,250.0,75.0,4.0,75.0,40.0,15.0,1,1,27,1.0,1.0,1,14,1.0,1,1,2.0,2.0,9,1.0,2.0,1.0,2.0,1.0,2.0
389,1,2001,72,10,100.0,65.0,5.0,1.0,21.0,1.0,65.0,10.0,45.0,2,2,43,2.0,2.0,5,25,1.0,1,5,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
391,1,995,72,80,100.0,100.0,400.0,40.0,100.0,6.0,100.0,0.0,3.0,2,1,29,1.0,1.0,7,14,1.0,1,1,11.0,11.0,2,1.0,2.0,1.0,1.0,1.0,1.0
392,1,1998,70,65,80.0,75.0,37.0,16.0,22.0,3.0,77.0,5.0,15.0,2,1,50,1.0,1.0,6,23,1.0,2,3,3.0,3.0,7,1.0,1.0,1.0,1.0,1.0,2.0
396,3,1960,60,100,100.0,100.0,142.0,36.0,13.0,1.0,90.0,0.0,50.0,2,1,28,1.0,2.0,4,14,1.0,1,1,2.0,2.0,4,2.0,1.0,1.0,2.0,2.0,2.0
399,6,1968,168,175,100.0,90.0,150.0,25.0,15.0,15.0,90.0,25.0,10.0,1,1,4,1.0,1.0,3,2,1.0,1,1,5.0,5.0,4,1.0,1.0,2.0,1.0,1.0,2.0
405,5,995,98,350,100.0,60.0,100.0,800.0,6.0,8.0,90.0,0.0,40.0,2,1,27,2.0,2.0,3,14,1.0,2,1,2.0,2.0,2,1.0,2.0,1.0,1.0,2.0,2.0
406,1,1989,60,120,100.0,100.0,95.0,30.0,30.0,15.0,100.0,25.0,15.0,2,2,19,1.0,1.0,2,8,1.0,1,6,2.0,2.0,6,2.0,2.0,1.0,2.0,1.0,2.0
407,2,1978,40,8,89.0,85.0,7.0,2.0,3.0,2.0,85.0,0.0,0.0,2,2,2,2.0,2.0,6,2,1.0,3,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
409,994,1988,168,200,100.0,100.0,100.0,4.0,1000.0,200.0,100.0,20.0,2.0,1,1,35,1.0,1.0,2,16,1.0,1,8,2.0,2.0,6,1.0,1.0,1.0,1.0,1.0,2.0
410,2,1969,74,2,100.0,1.0,3.0,0.0,2.0,1.0,10.0,2.0,0.0,2,1,11,2.0,2.0,2,5,1.0,1,3,2.0,2.0,4,2.0,2.0,1.0,2.0,2.0,2.0
414,995,1989,55,750,80.0,75.0,800.0,250.0,500.0,25.0,75.0,15.0,0.0,2,1,2,2.0,2.0,5,2,1.0,1,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
417,2,2004,72,50,100.0,100.0,30.0,15.0,8.0,4.0,70.0,15.0,25.0,2,1,21,2.0,2.0,7,12,1.0,1,2,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
418,7,1976,46,287,100.0,90.0,200.0,45.0,220.0,25.0,45.0,10.0,15.0,2,1,3,2.0,2.0,9,2,1.0,1,5,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
420,2,2000,50,61,100.0,100.0,2.0,20.0,15.0,4.0,100.0,20.0,0.0,2,2,7,2.0,2.0,5,2,1.0,1,3,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
421,5,1988,50,338,100.0,95.0,250.0,100.0,36.0,25.0,90.0,10.0,0.0,2,1,4,1.0,2.0,7,2,1.0,2,1,3.0,3.0,6,1.0,2.0,1.0,2.0,2.0,2.0
422,1,1972,48,8,100.0,100.0,2.0,2.0,1.0,1.0,100.0,10.0,50.0,2,1,2,2.0,2.0,7,2,1.0,3,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
424,5,1996,86,83,97.0,97.0,400.0,25.0,50.0,2.0,85.0,65.0,35.0,2,1,27,2.0,2.0,6,14,1.0,1,1,2.0,2.0,7,1.0,1.0,1.0,1.0,2.0,1.0
426,4,995,168,530,90.0,100.0,550.0,300.0,100.0,40.0,80.0,60.0,1.0,1,1,19,2.0,1.0,8,8,1.0,3,1,11.0,11.0,2,1.0,2.0,1.0,1.0,1.0,2.0
429,994,1964,168,71,100.0,100.0,40.0,10.0,6.0,6.0,100.0,80.0,10.0,1,1,38,2.0,2.0,2,18,1.0,1,3,3.0,3.0,4,1.0,2.0,1.0,1.0,2.0,2.0
431,12,1978,60,1000,100.0,100.0,3620.0,300.0,1500.0,25.0,100.0,75.0,10.0,2,1,18,2.0,2.0,5,8,1.0,1,2,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
434,3,1986,168,125,100.0,100.0,60.0,8.0,25.0,8.0,100.0,50.0,0.0,1,1,35,2.0,2.0,7,16,1.0,1,1,4.0,4.0,6,1.0,2.0,2.0,2.0,2.0,2.0
435,1,2003,70,1,95.0,95.0,17.0,2.0,3.0,1.0,80.0,5.0,0.0,2,2,31,2.0,2.0,5,14,1.0,3,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
438,2,1967,102,61,100.0,95.0,9.0,7.0,8.0,1.0,90.0,10.0,0.0,2,1,27,2.0,2.0,7,14,1.0,2,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
441,1,2001,40,50,100.0,100.0,67.0,0.0,1.0,2.0,95.0,10.0,25.0,2,2,28,2.0,2.0,4,14,1.0,2,1,10.0,10.0,8,2.0,2.0,2.0,2.0,2.0,2.0
442,1,1991,44,7,100.0,100.0,4.0,0.0,2.0,1.0,100.0,0.0,0.0,2,1,2,2.0,2.0,6,2,1.0,3,1,4.0,4.0,7,2.0,2.0,2.0,2.0,2.0,2.0
443,5,2004,168,8,100.0,100.0,7.0,0.0,3.0,1.0,100.0,90.0,75.0,1,1,38,2.0,1.0,3,18,1.0,1,3,2.0,2.0,9,1.0,2.0,1.0,1.0,1.0,2.0
445,5,1963,45,225,100.0,90.0,225.0,55.0,55.0,45.0,100.0,10.0,0.0,2,2,4,2.0,2.0,2,2,1.0,1,1,9.0,9.0,4,2.0,2.0,2.0,2.0,2.0,2.0
448,1,1985,60,65,100.0,100.0,30.0,40.0,10.0,3.0,100.0,0.0,0.0,2,2,28,2.0,2.0,5,14,1.0,1,1,4.0,4.0,6,2.0,2.0,2.0,2.0,2.0,2.0
450,1,1984,38,2,100.0,100.0,3.0,0.0,0.0,1.0,100.0,1.0,25.0,2,2,2,1.0,2.0,7,2,1.0,3,4,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
451,1,1974,50,82,98.0,98.0,55.0,40.0,12.0,12.0,98.0,20.0,10.0,2,2,2,1.0,2.0,9,2,1.0,1,1,2.0,2.0,5,1.0,2.0,1.0,2.0,2.0,2.0
452,4,995,40,35,100.0,50.0,25.0,10.0,8.0,4.0,75.0,10.0,25.0,2,1,25,2.0,2.0,2,13,1.0,1,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
453,7,2005,80,200,100.0,72.0,100.0,100.0,100.0,7.0,75.0,0.0,0.0,2,1,3,2.0,2.0,5,2,1.0,1,2,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
456,2,1975,50,12,15.0,15.0,8.0,0.0,5.0,1.0,100.0,0.0,0.0,2,2,48,2.0,2.0,9,26,1.0,1,2,8.0,8.0,5,1.0,2.0,1.0,1.0,2.0,2.0
460,1,1986,50,50,100.0,25.0,23.0,6.0,8.0,1.0,60.0,10.0,0.0,2,1,9,1.0,2.0,8,5,1.0,1,3,3.0,3.0,6,1.0,2.0,2.0,2.0,2.0,2.0
463,1,2001,40,82,100.0,100.0,174.0,100.0,57.0,7.0,100.0,0.0,0.0,2,2,28,2.0,2.0,5,14,1.0,2,1,5.0,5.0,8,2.0,2.0,2.0,2.0,2.0,2.0
464,3,1970,86,301,100.0,98.0,289.0,127.0,30.0,20.0,98.0,20.0,1.0,2,1,27,1.0,1.0,4,14,1.0,1,1,11.0,11.0,5,2.0,2.0,2.0,2.0,1.0,2.0
465,4,2005,122,80,100.0,100.0,150.0,20.0,50.0,2.0,85.0,25.0,10.0,2,1,24,2.0,2.0,3,13,1.0,1,6,11.0,11.0,9,2.0,2.0,2.0,2.0,2.0,2.0
468,2,995,45,5,100.0,100.0,8.0,1.0,1.0,1.0,85.0,10.0,0.0,2,2,2,1.0,1.0,7,2,1.0,2,1,11.0,11.0,2,1.0,1.0,1.0,1.0,1.0,1.0
471,9,1956,168,1200,100.0,90.0,800.0,108.0,500.0,200.0,90.0,50.0,0.0,1,1,35,1.0,2.0,5,16,1.0,1,1,2.0,2.0,3,1.0,1.0,1.0,1.0,2.0,1.0
473,2,1960,70,50,97.0,97.0,60.0,5.0,20.0,2.0,90.0,45.0,35.0,2,2,27,2.0,2.0,6,14,1.0,1,1,3.0,3.0,4,2.0,2.0,2.0,2.0,2.0,2.0
478,2,1970,43,5,80.0,80.0,6.0,1.0,7.0,1.0,50.0,0.0,40.0,2,2,6,2.0,2.0,3,2,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
481,1,1978,40,36,100.0,50.0,3.0,1.0,2.0,1.0,100.0,0.0,0.0,2,2,47,1.0,2.0,2,26,1.0,1,1,9.0,9.0,5,1.0,2.0,2.0,2.0,2.0,2.0
483,2,1960,50,12,50.0,25.0,5.0,2.0,2.0,1.0,50.0,5.0,0.0,2,1,47,2.0,2.0,4,26,1.0,1,1,1.0,1.0,4,2.0,2.0,2.0,2.0,2.0,2.0
485,1,1989,40,2,100.0,100.0,4.0,8.0,7.0,1.0,75.0,0.0,0.0,2,2,4,2.0,2.0,7,2,1.0,2,4,2.0,2.0,6,2.0,1.0,1.0,2.0,2.0,2.0
486,3,995,40,6,100.0,35.0,7.0,1.0,4.0,1.0,70.0,10.0,0.0,2,1,42,2.0,2.0,3,25,1.0,1,1,3.0,3.0,2,2.0,2.0,2.0,2.0,2.0,2.0
488,3,2003,168,20,100.0,100.0,10.0,8.0,5.0,2.0,100.0,50.0,60.0,1,1,49,2.0,2.0,3,91,1.0,3,4,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
489,2,1970,80,235,75.0,15.0,600.0,150.0,500.0,12.0,100.0,10.0,60.0,2,1,29,1.0,1.0,2,14,1.0,1,3,11.0,11.0,5,1.0,1.0,1.0,1.0,1.0,2.0
493,2,1992,84,2,100.0,100.0,1.0,4.0,2.0,1.0,1.0,1.0,60.0,2,1,21,2.0,2.0,3,12,1.0,3,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
497,1,1984,40,150,100.0,100.0,200.0,200.0,200.0,20.0,100.0,20.0,80.0,2,2,7,2.0,1.0,7,2,1.0,1,1,9.0,9.0,6,1.0,2.0,1.0,1.0,1.0,2.0
499,10,2003,168,1800,100.0,100.0,150.0,20.0,100.0,10.0,100.0,5.0,50.0,1,1,35,1.0,2.0,8,16,1.0,1,1,5.0,5.0,8,1.0,2.0,1.0,1.0,2.0,1.0
502,4,1999,168,1782,100.0,100.0,1286.0,268.0,802.0,362.0,100.0,80.0,10.0,1,1,35,1.0,2.0,7,16,1.0,3,1,2.0,2.0,7,1.0,2.0,1.0,1.0,2.0,2.0
509,2,1958,55,8,100.0,8.0,9.0,5.0,4.0,2.0,40.0,0.0,10.0,2,1,21,2.0,2.0,4,12,1.0,3,1,9.0,9.0,3,2.0,2.0,2.0,2.0,2.0,2.0
512,2,1990,60,140,100.0,100.0,100.0,30.0,20.0,6.0,100.0,20.0,0.0,2,1,28,2.0,2.0,5,14,1.0,1,1,4.0,4.0,7,2.0,2.0,1.0,1.0,2.0,2.0
514,3,995,168,5,100.0,90.0,3.0,2.0,5.0,2.0,40.0,20.0,0.0,1,1,40,2.0,2.0,2,18,1.0,1,1,2.0,2.0,2,1.0,1.0,1.0,2.0,2.0,2.0
518,9,995,84,1800,100.0,100.0,550.0,200.0,100.0,10.0,95.0,10.0,15.0,2,1,42,2.0,2.0,9,25,1.0,1,1,2.0,2.0,1,1.0,1.0,1.0,1.0,2.0,2.0
519,1,1975,45,6,100.0,100.0,12.0,3.0,12.0,1.0,75.0,5.0,5.0,2,2,2,1.0,2.0,3,2,1.0,2,4,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,2.0
520,5,2000,168,400,100.0,100.0,300.0,250.0,250.0,200.0,100.0,50.0,3.0,1,1,35,2.0,2.0,3,16,1.0,1,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
521,8,995,168,1500,100.0,100.0,3620.0,500.0,500.0,25.0,100.0,20.0,0.0,1,1,4,1.0,1.0,5,2,1.0,3,1,4.0,4.0,1,1.0,1.0,1.0,1.0,1.0,2.0
